Year,Region,Country,City,Start_Date,End_Date,Stay_Days,Avg_Rent,Max_Rent,Min_Rent,Days_To_Rent,Area_sqm,Daily_Rent,Rental_Income,Avg_Stay_Days,Max_Stay_Days,Min_Stay_Days
2024,South America,Argentina,Rome,2024-03-21,2024-05-10,50,1241,2360,858,26,137,41.37,62050,30.379266666666666,60,1
2022,South America,Argentina,Delhi,2022-03-28,2022-05-26,59,980,2028,601,25,88,32.67,57820,30.379266666666666,60,1
2024,China,China,Berlin,2024-02-28,2024-03-30,31,1091,1869,692,5,91,36.37,33821,30.379266666666666,60,1
2025,China,China,Berlin,2025-05-16,2025-07-12,57,978,2012,818,16,122,32.6,55746,30.379266666666666,60,1
2024,South America,Argentina,New York,2024-11-16,2024-11-29,13,1951,3024,1718,29,149,65.03,25363,30.379266666666666,60,1
2020,South America,Brazil,Rome,2020-06-23,2020-07-07,14,1500,2263,1247,5,63,50.0,21000,30.379266666666666,60,1
2021,South America,Argentina,Delhi,2021-12-25,2022-01-27,33,1169,1630,1059,3,22,38.97,38577,30.379266666666666,60,1
2020,US,USA,Delhi,2020-03-02,2020-03-24,22,1660,2403,1278,27,50,55.33,36520,30.379266666666666,60,1
2024,South America,Argentina,Rome,2024-04-03,2024-04-23,20,1206,2215,1069,18,128,40.2,24120,30.379266666666666,60,1
2021,China,China,Delhi,2021-02-20,2021-04-11,50,1211,2284,939,27,77,40.37,60550,30.379266666666666,60,1
2022,South America,Brazil,Berlin,2022-02-01,2022-02-24,23,1360,1746,1060,13,47,45.33,31280,30.379266666666666,60,1
2021,US,USA,Tokyo,2021-11-09,2021-11-15,6,1555,2605,1176,18,122,51.83,9330,30.379266666666666,60,1
2026,US,USA,Beijing,2026-10-19,2026-11-20,32,1399,2205,1149,14,108,46.63,44768,30.379266666666666,60,1
2025,South America,Argentina,Munich,2025-01-17,2025-02-25,39,1252,1677,1032,22,65,41.73,48828,30.379266666666666,60,1
2020,China,China,Delhi,2020-06-23,2020-08-15,53,1832,2199,1670,8,37,61.07,97096,30.379266666666666,60,1
2023,China,China,New York,2023-02-13,2023-03-06,21,1484,2103,1089,3,109,49.47,31164,30.379266666666666,60,1
2020,South America,Brazil,New York,2020-05-08,2020-07-05,58,1891,3059,1563,19,71,63.03,109678,30.379266666666666,60,1
2022,Asia,India,Tokyo,2022-02-04,2022-03-08,32,1446,2400,1166,29,75,48.2,46272,30.379266666666666,60,1
2022,South America,Argentina,Delhi,2022-04-21,2022-04-27,6,1810,2265,1443,18,49,60.33,10860,30.379266666666666,60,1
2022,South America,Argentina,Tokyo,2022-05-11,2022-07-01,51,845,1660,556,29,140,28.17,43095,30.379266666666666,60,1
2025,Europe,France,Munich,2025-07-01,2025-07-16,15,1833,2488,1691,26,57,61.1,27495,30.379266666666666,60,1
2022,Asia,India,Berlin,2022-04-22,2022-05-15,23,1308,2256,1036,30,126,43.6,30084,30.379266666666666,60,1
2024,Asia,India,Beijing,2024-08-03,2024-09-28,56,1354,2114,1092,24,33,45.13,75824,30.379266666666666,60,1
2026,Europe,Italy,Delhi,2026-08-12,2026-08-20,8,1418,2574,1266,12,20,47.27,11344,30.379266666666666,60,1
2026,Asia,Japan,New York,2026-10-28,2026-11-02,5,1842,2450,1549,24,141,61.4,9210,30.379266666666666,60,1
2022,Europe,Germany,Delhi,2022-09-26,2022-09-27,1,1097,1494,949,29,20,36.57,1097,30.379266666666666,60,1
2020,US,USA,New York,2020-11-19,2020-11-30,11,1254,2087,1090,15,71,41.8,13794,30.379266666666666,60,1
2025,China,China,Munich,2025-07-25,2025-08-24,30,945,2086,780,25,35,31.5,28350,30.379266666666666,60,1
2023,Asia,Japan,Rome,2023-01-12,2023-02-24,43,968,1529,681,16,22,32.27,41624,30.379266666666666,60,1
2024,Asia,India,Delhi,2024-11-30,2025-01-26,57,1526,1908,1283,29,76,50.87,86982,30.379266666666666,60,1
2024,China,China,Sao Paulo,2024-12-22,2025-02-15,55,1799,2482,1629,22,81,59.97,98945,30.379266666666666,60,1
2024,China,China,Tokyo,2024-09-23,2024-11-17,55,1324,2084,975,16,49,44.13,72820,30.379266666666666,60,1
2025,Europe,Italy,Munich,2025-05-25,2025-05-29,4,950,1834,738,21,66,31.67,3800,30.379266666666666,60,1
2024,China,China,Munich,2024-06-01,2024-07-05,34,1838,2788,1544,28,133,61.27,62492,30.379266666666666,60,1
2023,Asia,India,New York,2023-02-02,2023-02-03,1,1189,1584,1029,25,140,39.63,1189,30.379266666666666,60,1
2024,Asia,India,Paris,2024-12-19,2025-01-31,43,1093,1589,809,28,87,36.43,46999,30.379266666666666,60,1
2021,China,China,Tokyo,2021-03-27,2021-05-01,35,1218,1663,985,5,133,40.6,42630,30.379266666666666,60,1
2021,Asia,Japan,Berlin,2021-04-20,2021-06-11,52,905,1757,573,7,93,30.17,47060,30.379266666666666,60,1
2023,US,USA,Munich,2023-05-20,2023-06-01,12,1096,1985,758,4,97,36.53,13152,30.379266666666666,60,1
2023,South America,Brazil,Munich,2023-11-07,2023-12-30,53,1560,2554,1297,25,126,52.0,82680,30.379266666666666,60,1
2022,South America,Brazil,Tokyo,2022-08-01,2022-08-14,13,1582,2502,1236,9,87,52.73,20566,30.379266666666666,60,1
2026,Europe,Germany,Beijing,2026-10-28,2026-11-28,31,1378,2455,1049,9,82,45.93,42718,30.379266666666666,60,1
2024,Asia,Japan,Paris,2024-10-10,2024-10-28,18,995,2060,688,18,77,33.17,17910,30.379266666666666,60,1
2023,US,USA,New York,2023-10-13,2023-12-06,54,1522,2373,1203,26,83,50.73,82188,30.379266666666666,60,1
2026,China,China,Delhi,2026-06-19,2026-08-09,51,884,2001,595,29,112,29.47,45084,30.379266666666666,60,1
2022,Europe,Germany,Munich,2022-12-15,2023-01-10,26,1753,2573,1467,3,40,58.43,45578,30.379266666666666,60,1
2024,South America,Argentina,Rome,2024-11-02,2024-11-26,24,945,1310,744,7,147,31.5,22680,30.379266666666666,60,1
2022,Europe,Italy,Berlin,2022-02-23,2022-04-11,47,1409,2105,1284,12,100,46.97,66223,30.379266666666666,60,1
2024,China,China,Munich,2024-04-04,2024-04-26,22,1210,2202,979,20,52,40.33,26620,30.379266666666666,60,1
2024,US,USA,Delhi,2024-05-14,2024-05-27,13,1069,1450,670,9,112,35.63,13897,30.379266666666666,60,1
2026,Asia,India,Beijing,2026-05-06,2026-06-03,28,1171,1709,821,7,139,39.03,32788,30.379266666666666,60,1
2023,US,USA,Tokyo,2023-12-20,2023-12-29,9,1550,2149,1323,10,41,51.67,13950,30.379266666666666,60,1
2021,China,China,Beijing,2021-08-23,2021-10-21,59,1001,1704,603,28,128,33.37,59059,30.379266666666666,60,1
2022,US,USA,Beijing,2022-12-05,2022-12-31,26,1879,2987,1691,20,68,62.63,48854,30.379266666666666,60,1
2024,Europe,Germany,Rome,2024-03-30,2024-05-20,51,1589,2526,1284,4,117,52.97,81039,30.379266666666666,60,1
2023,Asia,Japan,Sao Paulo,2023-10-27,2023-12-26,60,1323,2037,956,19,74,44.1,79380,30.379266666666666,60,1
2023,US,USA,Delhi,2023-02-03,2023-03-25,50,1021,1733,836,5,129,34.03,51050,30.379266666666666,60,1
2025,China,China,Berlin,2025-04-10,2025-05-25,45,1324,2334,992,9,141,44.13,59580,30.379266666666666,60,1
2022,US,USA,Paris,2022-01-26,2022-02-11,16,1826,2930,1705,30,31,60.87,29216,30.379266666666666,60,1
2023,Europe,Italy,Beijing,2023-08-21,2023-09-13,23,1145,2196,1001,22,109,38.17,26335,30.379266666666666,60,1
2020,US,USA,Rome,2020-07-24,2020-08-03,10,1979,3047,1795,2,101,65.97,19790,30.379266666666666,60,1
2025,US,USA,Sao Paulo,2025-09-13,2025-10-01,18,1068,1575,735,30,149,35.6,19224,30.379266666666666,60,1
2024,Europe,France,Munich,2024-10-20,2024-11-27,38,1456,1917,1226,19,143,48.53,55328,30.379266666666666,60,1
2023,Asia,Japan,Delhi,2023-10-21,2023-12-18,58,1954,2862,1576,11,42,65.13,113332,30.379266666666666,60,1
2025,Europe,Germany,Delhi,2025-03-09,2025-04-03,25,1577,2518,1445,17,139,52.57,39425,30.379266666666666,60,1
2024,Asia,India,New York,2024-04-26,2024-04-29,3,1804,2980,1681,4,140,60.13,5412,30.379266666666666,60,1
2022,Europe,Germany,Munich,2022-06-02,2022-06-23,21,983,1904,682,26,97,32.77,20643,30.379266666666666,60,1
2024,China,China,Beijing,2024-06-22,2024-08-12,51,1906,2991,1735,5,22,63.53,97206,30.379266666666666,60,1
2024,South America,Brazil,Tokyo,2024-12-30,2025-02-04,36,1829,2237,1595,28,109,60.97,65844,30.379266666666666,60,1
2024,Europe,France,Delhi,2024-09-26,2024-10-17,21,1537,2582,1283,28,117,51.23,32277,30.379266666666666,60,1
2023,Europe,France,Rome,2023-08-24,2023-09-25,32,1949,2853,1718,6,117,64.97,62368,30.379266666666666,60,1
2021,Europe,France,Rome,2021-04-25,2021-06-06,42,1813,2604,1527,23,108,60.43,76146,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-11-10,2022-01-09,60,1724,2764,1344,27,89,57.47,103440,30.379266666666666,60,1
2022,Asia,India,New York,2022-04-09,2022-05-14,35,1634,2094,1313,11,93,54.47,57190,30.379266666666666,60,1
2021,South America,Argentina,Sao Paulo,2021-07-04,2021-07-20,16,1571,2040,1422,18,60,52.37,25136,30.379266666666666,60,1
2020,Asia,India,New York,2020-10-28,2020-11-14,17,1252,1686,979,6,82,41.73,21284,30.379266666666666,60,1
2023,Asia,Japan,Tokyo,2023-08-10,2023-09-21,42,1826,2346,1441,21,44,60.87,76692,30.379266666666666,60,1
2026,US,USA,New York,2026-06-15,2026-06-17,2,1364,2214,1078,20,109,45.47,2728,30.379266666666666,60,1
2024,China,China,Sao Paulo,2024-11-12,2024-12-02,20,833,1844,509,29,129,27.77,16660,30.379266666666666,60,1
2025,Asia,Japan,Tokyo,2025-06-09,2025-07-26,47,1685,2670,1504,16,149,56.17,79195,30.379266666666666,60,1
2020,US,USA,New York,2020-01-14,2020-02-09,26,868,1776,744,2,97,28.93,22568,30.379266666666666,60,1
2026,South America,Brazil,Delhi,2026-05-07,2026-07-06,60,1139,1877,908,29,62,37.97,68340,30.379266666666666,60,1
2020,China,China,Munich,2020-10-27,2020-11-26,30,1859,2211,1672,2,60,61.97,55770,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-10-10,2021-12-07,58,1235,1983,868,6,35,41.17,71630,30.379266666666666,60,1
2021,South America,Brazil,Sao Paulo,2021-11-18,2021-12-06,18,831,1503,684,23,20,27.7,14958,30.379266666666666,60,1
2026,South America,Argentina,Sao Paulo,2026-04-16,2026-05-25,39,917,1778,653,6,101,30.57,35763,30.379266666666666,60,1
2023,US,USA,Rome,2023-08-13,2023-08-15,2,1806,2604,1526,3,67,60.2,3612,30.379266666666666,60,1
2023,US,USA,Delhi,2023-09-12,2023-10-01,19,1767,2942,1530,27,137,58.9,33573,30.379266666666666,60,1
2020,China,China,Delhi,2020-10-03,2020-11-26,54,1627,2644,1379,11,142,54.23,87858,30.379266666666666,60,1
2025,South America,Argentina,Delhi,2025-01-22,2025-02-12,21,843,1965,674,10,26,28.1,17703,30.379266666666666,60,1
2020,China,China,Munich,2020-01-11,2020-02-12,32,1575,2515,1327,30,37,52.5,50400,30.379266666666666,60,1
2022,US,USA,Paris,2022-09-29,2022-10-19,20,1116,1838,982,22,59,37.2,22320,30.379266666666666,60,1
2025,South America,Argentina,New York,2025-02-06,2025-03-26,48,900,1436,590,26,23,30.0,43200,30.379266666666666,60,1
2026,Asia,Japan,Delhi,2026-02-13,2026-04-04,50,1651,2517,1264,12,123,55.03,82550,30.379266666666666,60,1
2025,US,USA,Berlin,2025-03-27,2025-05-25,59,863,1447,585,15,149,28.77,50917,30.379266666666666,60,1
2025,Asia,India,Tokyo,2025-08-08,2025-08-22,14,1162,1736,985,12,116,38.73,16268,30.379266666666666,60,1
2023,Asia,Japan,Munich,2023-05-04,2023-05-28,24,1401,1970,1283,5,88,46.7,33624,30.379266666666666,60,1
2021,Europe,Italy,New York,2021-07-16,2021-09-03,49,1490,1920,1112,6,134,49.67,73010,30.379266666666666,60,1
2020,Asia,India,New York,2020-03-08,2020-04-11,34,1234,2153,955,29,84,41.13,41956,30.379266666666666,60,1
2026,Asia,Japan,Tokyo,2026-06-24,2026-06-26,2,1197,1840,912,4,35,39.9,2394,30.379266666666666,60,1
2026,China,China,New York,2026-09-20,2026-10-13,23,1376,2343,1212,11,54,45.87,31648,30.379266666666666,60,1
2026,Europe,Germany,Munich,2026-10-10,2026-12-08,59,1417,1853,1270,14,75,47.23,83603,30.379266666666666,60,1
2026,China,China,Paris,2026-04-07,2026-05-24,47,923,1365,694,2,137,30.77,43381,30.379266666666666,60,1
2020,US,USA,Tokyo,2020-11-12,2020-12-06,24,1786,2859,1613,15,123,59.53,42864,30.379266666666666,60,1
2022,Asia,India,Munich,2022-04-16,2022-04-27,11,1503,2505,1301,13,142,50.1,16533,30.379266666666666,60,1
2022,Asia,India,Sao Paulo,2022-11-09,2023-01-04,56,805,1589,542,27,109,26.83,45080,30.379266666666666,60,1
2020,US,USA,Beijing,2020-08-13,2020-10-12,60,1392,2334,1041,9,38,46.4,83520,30.379266666666666,60,1
2021,China,China,Tokyo,2021-04-02,2021-04-09,7,1790,2904,1612,26,119,59.67,12530,30.379266666666666,60,1
2021,China,China,New York,2021-05-06,2021-05-19,13,1954,2980,1782,14,94,65.13,25402,30.379266666666666,60,1
2022,Europe,Germany,Rome,2022-04-12,2022-05-07,25,935,1697,636,28,135,31.17,23375,30.379266666666666,60,1
2020,China,China,New York,2020-07-01,2020-08-27,57,920,1769,809,28,93,30.67,52440,30.379266666666666,60,1
2024,Europe,Germany,Sao Paulo,2024-01-03,2024-02-24,52,1347,2313,1043,6,134,44.9,70044,30.379266666666666,60,1
2023,South America,Brazil,Berlin,2023-12-12,2023-12-26,14,1914,2399,1799,4,79,63.8,26796,30.379266666666666,60,1
2022,Asia,India,Rome,2022-10-09,2022-10-17,8,986,1325,860,1,145,32.87,7888,30.379266666666666,60,1
2025,Europe,Germany,Munich,2025-04-17,2025-05-11,24,1418,2145,1204,19,83,47.27,34032,30.379266666666666,60,1
2024,Asia,Japan,Rome,2024-07-17,2024-08-02,16,1364,2135,1164,9,134,45.47,21824,30.379266666666666,60,1
2020,China,China,Tokyo,2020-02-12,2020-04-11,59,1472,2599,1204,24,70,49.07,86848,30.379266666666666,60,1
2024,China,China,Paris,2024-09-19,2024-09-20,1,1336,2163,1107,26,54,44.53,1336,30.379266666666666,60,1
2024,South America,Brazil,Tokyo,2024-07-27,2024-08-11,15,858,2010,612,26,100,28.6,12870,30.379266666666666,60,1
2023,Asia,Japan,Tokyo,2023-07-20,2023-07-23,3,1004,1496,726,4,58,33.47,3012,30.379266666666666,60,1
2022,Asia,India,Delhi,2022-04-19,2022-05-22,33,819,1307,487,29,78,27.3,27027,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-03-24,2021-05-09,46,1351,1816,1029,30,73,45.03,62146,30.379266666666666,60,1
2025,South America,Brazil,Berlin,2025-10-15,2025-12-11,57,1134,2000,864,3,21,37.8,64638,30.379266666666666,60,1
2024,China,China,Delhi,2024-08-31,2024-09-27,27,1075,1990,868,29,107,35.83,29025,30.379266666666666,60,1
2020,South America,Brazil,Sao Paulo,2020-03-11,2020-04-13,33,1369,2111,1144,9,46,45.63,45177,30.379266666666666,60,1
2026,South America,Argentina,Munich,2026-04-09,2026-04-22,13,1498,2551,1259,15,88,49.93,19474,30.379266666666666,60,1
2020,Asia,India,New York,2020-08-12,2020-09-20,39,1591,2337,1296,10,31,53.03,62049,30.379266666666666,60,1
2025,Asia,India,Rome,2025-01-25,2025-02-11,17,1848,2610,1748,14,42,61.6,31416,30.379266666666666,60,1
2023,South America,Argentina,Sao Paulo,2023-11-12,2023-11-25,13,1998,2652,1824,20,115,66.6,25974,30.379266666666666,60,1
2024,China,China,Rome,2024-03-09,2024-03-13,4,1023,1865,721,19,29,34.1,4092,30.379266666666666,60,1
2023,Asia,India,Munich,2023-10-16,2023-10-24,8,1160,1497,951,18,60,38.67,9280,30.379266666666666,60,1
2023,US,USA,New York,2023-06-17,2023-06-27,10,1194,2342,1023,23,90,39.8,11940,30.379266666666666,60,1
2025,South America,Brazil,Delhi,2025-07-06,2025-08-17,42,1224,2180,1012,2,68,40.8,51408,30.379266666666666,60,1
2022,Europe,France,Paris,2022-08-12,2022-08-19,7,1413,2424,1108,23,94,47.1,9891,30.379266666666666,60,1
2024,Europe,Germany,Sao Paulo,2024-10-02,2024-11-18,47,1808,2226,1661,13,26,60.27,84976,30.379266666666666,60,1
2021,Asia,India,Berlin,2021-05-19,2021-06-18,30,1675,2374,1387,21,26,55.83,50250,30.379266666666666,60,1
2023,Europe,Germany,Munich,2023-04-29,2023-05-07,8,1186,2348,955,4,143,39.53,9488,30.379266666666666,60,1
2022,Asia,Japan,Sao Paulo,2022-12-03,2023-01-23,51,1180,1853,988,25,43,39.33,60180,30.379266666666666,60,1
2026,China,China,Tokyo,2026-04-14,2026-06-08,55,962,1824,704,16,80,32.07,52910,30.379266666666666,60,1
2021,Europe,France,Rome,2021-06-11,2021-07-25,44,1292,2317,964,3,78,43.07,56848,30.379266666666666,60,1
2025,Europe,Italy,Delhi,2025-01-23,2025-03-20,56,1116,2248,805,5,92,37.2,62496,30.379266666666666,60,1
2024,China,China,Munich,2024-07-09,2024-08-13,35,1525,2058,1144,24,85,50.83,53375,30.379266666666666,60,1
2021,China,China,Sao Paulo,2021-01-20,2021-02-02,13,1038,1894,680,1,64,34.6,13494,30.379266666666666,60,1
2020,Europe,France,Rome,2020-08-19,2020-09-21,33,977,1892,845,4,53,32.57,32241,30.379266666666666,60,1
2025,US,USA,Berlin,2025-05-11,2025-06-14,34,1421,1957,1119,9,30,47.37,48314,30.379266666666666,60,1
2022,Asia,India,Beijing,2022-03-04,2022-03-27,23,1170,1562,841,21,69,39.0,26910,30.379266666666666,60,1
2026,China,China,New York,2026-02-09,2026-03-20,39,1576,2652,1434,25,30,52.53,61464,30.379266666666666,60,1
2025,China,China,Delhi,2025-01-10,2025-01-29,19,1912,2604,1579,21,20,63.73,36328,30.379266666666666,60,1
2023,Asia,Japan,Rome,2023-11-05,2023-11-20,15,1652,2269,1436,9,123,55.07,24780,30.379266666666666,60,1
2025,China,China,Munich,2025-06-24,2025-06-26,2,844,1441,470,9,121,28.13,1688,30.379266666666666,60,1
2022,China,China,Munich,2022-05-09,2022-05-14,5,1291,1964,1157,14,105,43.03,6455,30.379266666666666,60,1
2023,South America,Brazil,Delhi,2023-01-18,2023-03-10,51,1507,2077,1232,19,28,50.23,76857,30.379266666666666,60,1
2025,Asia,Japan,Berlin,2025-10-29,2025-12-17,49,1331,2090,933,26,88,44.37,65219,30.379266666666666,60,1
2023,Asia,Japan,Tokyo,2023-10-03,2023-11-22,50,932,1239,671,20,43,31.07,46600,30.379266666666666,60,1
2022,US,USA,Beijing,2022-04-22,2022-06-14,53,1061,1485,894,11,90,35.37,56233,30.379266666666666,60,1
2026,US,USA,Paris,2026-07-10,2026-09-07,59,884,1942,567,21,32,29.47,52156,30.379266666666666,60,1
2024,Asia,Japan,Rome,2024-12-23,2024-12-31,8,863,1513,575,21,145,28.77,6904,30.379266666666666,60,1
2020,Europe,Italy,Delhi,2020-06-30,2020-07-07,7,1853,2683,1710,6,101,61.77,12971,30.379266666666666,60,1
2021,Europe,Italy,Berlin,2021-08-24,2021-09-17,24,1734,2346,1503,30,42,57.8,41616,30.379266666666666,60,1
2026,Europe,France,Beijing,2026-05-27,2026-07-21,55,962,2092,605,28,145,32.07,52910,30.379266666666666,60,1
2021,Europe,Germany,Berlin,2021-12-06,2022-01-23,48,1953,3153,1711,28,90,65.1,93744,30.379266666666666,60,1
2024,China,China,Berlin,2024-07-05,2024-07-08,3,1935,2829,1702,10,21,64.5,5805,30.379266666666666,60,1
2026,China,China,Rome,2026-10-01,2026-11-10,40,1025,1472,922,27,89,34.17,41000,30.379266666666666,60,1
2026,US,USA,Rome,2026-09-28,2026-11-24,57,1819,2167,1687,20,46,60.63,103683,30.379266666666666,60,1
2026,Europe,Italy,Berlin,2026-05-13,2026-06-12,30,1147,1731,981,27,38,38.23,34410,30.379266666666666,60,1
2021,Asia,India,Delhi,2021-10-21,2021-11-02,12,1157,2038,1043,2,107,38.57,13884,30.379266666666666,60,1
2025,Asia,Japan,Beijing,2025-03-09,2025-03-17,8,1151,2089,891,4,52,38.37,9208,30.379266666666666,60,1
2020,China,China,Tokyo,2020-03-27,2020-05-06,40,1373,2395,1248,13,21,45.77,54920,30.379266666666666,60,1
2025,Asia,India,Paris,2025-06-23,2025-07-02,9,974,1557,658,17,29,32.47,8766,30.379266666666666,60,1
2024,US,USA,Delhi,2024-06-20,2024-07-24,34,1397,2281,1161,30,132,46.57,47498,30.379266666666666,60,1
2024,South America,Brazil,Rome,2024-03-14,2024-04-16,33,1509,2192,1159,4,137,50.3,49797,30.379266666666666,60,1
2024,US,USA,Delhi,2024-01-19,2024-03-06,47,1448,2132,1067,1,49,48.27,68056,30.379266666666666,60,1
2024,China,China,Paris,2024-08-14,2024-10-11,58,1253,2391,1076,9,119,41.77,72674,30.379266666666666,60,1
2021,US,USA,Munich,2021-10-20,2021-11-19,30,964,2155,806,10,123,32.13,28920,30.379266666666666,60,1
2025,Europe,Germany,New York,2025-06-10,2025-06-24,14,1324,2095,1101,28,43,44.13,18536,30.379266666666666,60,1
2026,US,USA,Tokyo,2026-08-27,2026-09-25,29,1194,1656,1051,10,26,39.8,34626,30.379266666666666,60,1
2025,Europe,Germany,Berlin,2025-01-04,2025-02-23,50,1004,1317,867,26,57,33.47,50200,30.379266666666666,60,1
2026,China,China,New York,2026-10-04,2026-11-03,30,1153,1460,763,5,65,38.43,34590,30.379266666666666,60,1
2023,Europe,Germany,Berlin,2023-03-01,2023-04-20,50,1735,2485,1377,28,113,57.83,86750,30.379266666666666,60,1
2022,Asia,Japan,New York,2022-06-21,2022-07-23,32,1300,1776,1024,25,131,43.33,41600,30.379266666666666,60,1
2023,Asia,India,New York,2023-11-12,2023-11-14,2,1054,1418,710,23,124,35.13,2108,30.379266666666666,60,1
2022,China,China,Berlin,2022-09-06,2022-09-27,21,1769,2705,1543,8,28,58.97,37149,30.379266666666666,60,1
2024,China,China,Sao Paulo,2024-04-25,2024-06-05,41,807,1469,442,10,40,26.9,33087,30.379266666666666,60,1
2026,Europe,Germany,Paris,2026-10-17,2026-11-29,43,1078,2120,950,20,131,35.93,46354,30.379266666666666,60,1
2026,Asia,India,Munich,2026-02-22,2026-03-22,28,1472,2234,1248,6,103,49.07,41216,30.379266666666666,60,1
2024,South America,Argentina,Munich,2024-04-25,2024-05-11,16,1854,2289,1549,2,115,61.8,29664,30.379266666666666,60,1
2026,China,China,Rome,2026-01-09,2026-02-08,30,1797,2374,1400,5,49,59.9,53910,30.379266666666666,60,1
2023,Europe,Germany,Beijing,2023-06-03,2023-06-29,26,1959,2682,1825,7,66,65.3,50934,30.379266666666666,60,1
2025,US,USA,New York,2025-02-11,2025-02-13,2,818,1608,443,25,56,27.27,1636,30.379266666666666,60,1
2022,Asia,Japan,Munich,2022-06-29,2022-07-02,3,1167,1764,791,27,45,38.9,3501,30.379266666666666,60,1
2026,China,China,Beijing,2026-08-11,2026-09-20,40,922,1274,598,14,64,30.73,36880,30.379266666666666,60,1
2022,Europe,France,Rome,2022-09-29,2022-10-26,27,1147,2158,958,4,33,38.23,30969,30.379266666666666,60,1
2024,China,China,Munich,2024-09-03,2024-10-20,47,1775,2645,1649,7,108,59.17,83425,30.379266666666666,60,1
2022,US,USA,Rome,2022-04-23,2022-05-11,18,1569,1906,1189,21,70,52.3,28242,30.379266666666666,60,1
2022,US,USA,New York,2022-10-20,2022-11-22,33,866,1221,572,21,71,28.87,28578,30.379266666666666,60,1
2023,Europe,Italy,Paris,2023-03-17,2023-05-01,45,824,1214,519,28,104,27.47,37080,30.379266666666666,60,1
2022,China,China,New York,2022-03-11,2022-05-08,58,1379,2132,1113,30,96,45.97,79982,30.379266666666666,60,1
2021,China,China,Sao Paulo,2021-06-02,2021-07-11,39,1719,2862,1535,13,64,57.3,67041,30.379266666666666,60,1
2021,South America,Argentina,Berlin,2021-04-01,2021-05-15,44,1288,1853,923,7,143,42.93,56672,30.379266666666666,60,1
